source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260227_Project ALS _Plate3_B10	B	10	ALS_samples	22	RB10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_B10	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 214	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_B10.raw	PRM_20260227_Project ALS _Plate3_B10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_B11	B	11	ALS_samples	23	RB11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_B11	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 215	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_B11.raw	PRM_20260227_Project ALS _Plate3_B11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_B12	B	12	ALS_samples	24	RB12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_B12	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 216	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_B12.raw	PRM_20260227_Project ALS _Plate3_B12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C1	C	1	ALS_samples	25	RC1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C1	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 217	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C1.raw	PRM_20260227_Project ALS _Plate3_C1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C2	C	2	ALS_samples	26	RC2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C2	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 218	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C2.raw	PRM_20260227_Project ALS _Plate3_C2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C3	C	3	ALS_samples	27	RC3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C3	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 219	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C3.raw	PRM_20260227_Project ALS _Plate3_C3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C4	C	4	ALS_samples	28	RC4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C4	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 220	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C4.raw	PRM_20260227_Project ALS _Plate3_C4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C5	C	5	ALS_samples	29	RC5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C5	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 221	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C5.raw	PRM_20260227_Project ALS _Plate3_C5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C6	C	6	ALS_samples	30	RC6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C6	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 222	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C6.raw	PRM_20260227_Project ALS _Plate3_C6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C7	C	7	ALS_samples	31	RC7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C7	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 223	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C7.raw	PRM_20260227_Project ALS _Plate3_C7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C8	C	8	ALS_samples	32	RC8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C8	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 224	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C8.raw	PRM_20260227_Project ALS _Plate3_C8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C9	C	9	Control	33	RC9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C9	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 225	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C9.raw	PRM_20260227_Project ALS _Plate3_C9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260227_Project ALS _Plate3_C10	C	10	ALS_samples	34	RC10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C10	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 226	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C10.raw	PRM_20260227_Project ALS _Plate3_C10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C11	C	11	ALS_samples	35	RC11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C11	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 227	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C11.raw	PRM_20260227_Project ALS _Plate3_C11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_C12	C	12	ALS_samples	36	RC12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_C12	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 228	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_C12.raw	PRM_20260227_Project ALS _Plate3_C12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D1	D	1	ALS_samples	37	RD1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D1	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 229	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D1.raw	PRM_20260227_Project ALS _Plate3_D1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D2	D	2	ALS_samples	38	RD2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D2	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 230	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D2.raw	PRM_20260227_Project ALS _Plate3_D2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D3	D	3	ALS_samples	39	RD3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D3	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 231	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D3.raw	PRM_20260227_Project ALS _Plate3_D3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D4	D	4	ALS_samples	40	RD4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D4	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 232	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D4.raw	PRM_20260227_Project ALS _Plate3_D4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D5	D	5	ALS_samples	41	RD5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D5	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 233	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D5.raw	PRM_20260227_Project ALS _Plate3_D5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D6	D	6	ALS_samples	42	RD6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D6	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 234	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D6.raw	PRM_20260227_Project ALS _Plate3_D6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D7	D	7	ALS_samples	43	RD7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D7	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 235	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D7.raw	PRM_20260227_Project ALS _Plate3_D7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D8	D	8	ALS_samples	44	RD8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D8	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 236	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D8.raw	PRM_20260227_Project ALS _Plate3_D8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D9	D	9	Control	45	RD9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D9	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 237	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D9.raw	PRM_20260227_Project ALS _Plate3_D9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260227_Project ALS _Plate3_D10	D	10	ALS_samples	46	RD10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D10	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 238	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D10.raw	PRM_20260227_Project ALS _Plate3_D10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	ALS_samples
PRM_20260227_Project ALS _Plate3_D11	D	11	Control	47	RD11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260227_Project ALS _Plate3_D11	Homo sapiens	blood plasma	Plate3	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 239	proteomic profiling by mass spectrometry	PRM_20260227_Project ALS _Plate3_D11.raw	PRM_20260227_Project ALS _Plate3_D11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
